OCCLY,OCC,ASECWT,Observations,OCCLY_label,OCC_label,EMPOCCLY_unadj,EMPOCC_unadj,EMPOCC_incimp,transition_prob,transition_prob_adj,incoming_prob,transition_adj_networkers
735,1965,3896.9,2,Market research analysts and marketing specialists,Miscellaneous life physical and social science technicians,2219579.8,1291108.79,1491959.74,0.0017556926766048241,0.0027213236487374777,0.0030182584381599634,6040.195000000001
735,2145,1466.65,1,Market research analysts and marketing specialists,Paralegals and legal assistants,2219579.8,3326849.68,3930609.53,0.0006607782247793029,0.0010242062484079196,0.0004408525004351865,2273.3075000000003
735,2200,1562.53,1,Market research analysts and marketing specialists,Postsecondary teachers,2219579.8,11993285.9,13780683.22,0.0007039755903347111,0.0010911621650188023,0.00013028372816493934,2421.9215
735,2310,3473.45,1,Market research analysts and marketing specialists,Elementary and middle school teachers,2219579.8,27021851.52,32141920.06,0.001564913322782988,0.0024256156503136314,0.00012854226504165173,5383.8475
735,2320,3984.49,1,Market research analysts and marketing specialists,Secondary school teachers,2219579.8,9527775.89,11057123.76,0.0017951551009790232,0.002782490406517486,0.0004181972840253277,6175.9595
735,2400,3653.59,1,Market research analysts and marketing specialists,Archivists curators and museum technicians,2219579.8,447324.54,505920.06,0.0016460728287399267,0.0025514128845468866,0.008167649375998912,5663.064500000001
735,2600,2010.59,1,Market research analysts and marketing specialists,Artists and related workers,2219579.8,1673123.23,1963292.15,0.0009058426284110173,0.0014040560740370767,0.0012016986937656707,3116.4144999999994
735,2840,1346.77,1,Market research analysts and marketing specialists,Technical writers,2219579.8,529957.55,622314.48,0.0006067680017632167,0.0009404904027329858,0.002541279013762517,2087.4935
735,4040,1548.22,1,Market research analysts and marketing specialists,Bartenders,2219579.8,3308857.03,4154434.73,0.0006975284240737819,0.0010811690573143621,0.00046790175156041726,2399.741
735,4110,4147.35,1,Market research analysts and marketing specialists,Waiters and waitresses,2219579.8,14448397.1,18117752.05,0.0018685293495642736,0.002896220491824624,0.0002870456820431659,6428.3925
735,4620,1740.88,1,Market research analysts and marketing specialists,Recreation and fitness workers,2219579.8,3028545.03,3730193.21,0.000784328637339374,0.0012157093878760298,0.0005748238783822872,2698.3640000000005
735,4760,9531.37,3,Market research analysts and marketing specialists,Retail salespersons,2219579.8,24133685.46,30119043.79,0.004294222717290904,0.006656045211800902,0.00039494050818709894,14773.623500000002
735,4820,1622.8400000000001,2,Market research analysts and marketing specialists,Securities commodities and financial services sales agents,2219579.8,2132404.47,2625578.29,0.0007311474000619398,0.0011332784700960068,0.0007610376093424716,2515.4020000000005
735,4840,2113.52,1,Market research analysts and marketing specialists,Sales representatives services all other,2219579.8,3841904.22,4680526.03,0.0009522162708454998,0.0014759352198105247,0.0005501230324789305,3275.956
735,4850,565.89,1,Market research analysts and marketing specialists,Sales representatives wholesale and manufacturing,2219579.8,10326563.4,12482353.4,0.0002549536628509595,0.0003951781774189872,5.479945051225851e-05,877.1295000000001
735,4920,3894.94,2,Market research analysts and marketing specialists,Real estate brokers and sales agents,2219579.8,6813921.64,8696632.36,0.0017548096265788688,0.0027199549211972466,0.0005716150266735384,6037.157
735,4965,2554.52,1,Market research analysts and marketing specialists,Sales and related workers all other,2219579.8,1922207.55,2456596.79,0.0011509025266854564,0.0017838989163624574,0.001328951184277681,3959.5059999999994
735,5360,1543.9,1,Market research analysts and marketing specialists,Human resources assistants except payroll and timekeeping,2219579.8,587207.97,717880.22,0.00069558210973086,0.001078152270082833,0.002629221807054152,2393.0450000000005
735,5400,3329.6499999999996,2,Market research analysts and marketing specialists,Receptionists and information clerks,2219579.8,10323649.14,12422544.43,0.0015001262851644262,0.0023251957420048607,0.0003225264588951344,5160.9574999999995
735,5700,2246.52,2,Market research analysts and marketing specialists,Secretaries and administrative assistants,2219579.8,23340536.33,28028965.9,0.0010121375226067565,0.0015688131600404725,9.624971629775742e-05,3482.1059999999998
735,5940,665.34,1,Market research analysts and marketing specialists,Office and administrative support workers all other,2219579.8,4480133.42,5276547.59,0.0002997594409536436,0.00046462713347814754,0.00014850897007437784,1031.277
740,10,5257.44,2,Business operations specialists all other,Chief executives,2074594.61,12680386.76,15079073.11,0.002534201127612107,0.003928011747798766,0.0004146119593595109,8149.031999999999
740,20,597.62,1,Business operations specialists all other,General and operations managers,2074594.61,8101102.5,9721615.36,0.00028806591761076634,0.00044650217229668786,7.377020596887892e-05,926.311
740,50,1497.98,1,Business operations specialists all other,Marketing and sales managers,2074594.61,8254144.44,9764646.76,0.0007220591400263978,0.0011191916670409165,0.00018148216461305345,2321.869
740,100,1079.99,1,Business operations specialists all other,Administrative services managers,2074594.61,1308456.05,1547413.43,0.0005205788132265513,0.0008068971605011545,0.0008253926450185315,1673.9845
740,205,1122.11,1,Business operations specialists all other,Farmers Ranchers and Other Agricultural Managers,2074594.61,7228455.36,8588148.1,0.000540881574930921,0.0008383664411429276,0.0001552351012927885,1739.2705
740,230,8046.83,4,Business operations specialists all other,Education administrators,2074594.61,7669261.72,8909446.65,0.0038787481473308173,0.0060120596283627665,0.0010492313724299398,12472.5865
740,350,1085.03,1,Business operations specialists all other,Medical and health services managers,2074594.61,5069310.67,6043699.1,0.000523008203515963,0.0008106627154497427,0.0002140389632107515,1681.7965000000002
740,410,3518.32,1,Business operations specialists all other,Property real estate and community association managers,2074594.61,5552245.52,6804110.33,0.001695907230762544,0.0026286562076819433,0.0006336751477085257,5453.396000000001
740,420,658.27,2,Business operations specialists all other,Social and community service managers,2074594.61,3263337.33,3730879.0,0.00031730054480378695,0.0004918158444458698,0.00020171681117624453,1020.3185000000001
740,430,5184.58,2,Business operations specialists all other,Managers all other,2074594.61,33613457.56,40898904.77,0.0024990810132298567,0.003873575570506278,0.00015424119910144703,8036.098999999999
740,565,3959.29,1,Business operations specialists all other,Compliance officers,2074594.61,2015893.63,2380813.09,0.0019084644204295893,0.0029581198516658636,0.0019640371600360682,6136.8995
740,630,1965.56,3,Business operations specialists all other,Human resource workers,2074594.61,5337938.5,6409378.82,0.0009474429319952778,0.0014685365445926805,0.0003682245496084303,3046.618
740,710,4672.83,3,Business operations specialists all other,Management analysts,2074594.61,6995878.92,8256046.57,0.0022524063146968265,0.0034912297877800814,0.0006679403765324171,7242.886500000001
740,725,3212.02,1,Business operations specialists all other,Meeting convention and event planners,2074594.61,1141261.92,1371038.13,0.0015482639280548405,0.002399809088485003,0.0028144459599598313,4978.631
740,740,1942331.85,1104,Business operations specialists all other,Business operations specialists all other,2074594.61,2063381.73,2449590.19,0.9362464553978572,0.9011820058666787,0.9413342290279948,1869587.3320000002
740,950,2792.46,1,Business operations specialists all other,Financial specialists all other,2074594.61,573801.71,707029.16,0.001346026826898967,0.002086341581693399,0.004866594071321259,4328.313
740,1006,7235.77,3,Business operations specialists all other,Computer systems analysts,2074594.61,4575833.97,5277323.42,0.003487799479050994,0.005406089192529041,0.0015813008180451968,11215.443500000001
740,1020,3754.95,1,Business operations specialists all other,Software developers applications and systems software,2074594.61,11204364.41,12889926.55,0.0018099680688941921,0.002805450506785998,0.00033513279848776357,5820.1725
740,1050,1633.84,1,Business operations specialists all other,Computer support specialists,2074594.61,4446245.47,5177193.22,0.0007875466330262951,0.0012206972811907575,0.00036746509184523273,2532.452
740,1060,3543.53,1,Business operations specialists all other,Database administrators,2074594.61,970783.23,1087615.01,0.001708059002428431,0.002647491453764068,0.0036501763632649487,5492.4715
740,1107,421.44,1,Business operations specialists all other,Computer occupations all other,2074594.61,3956233.04,4916306.73,0.00020314330229557472,0.00031487211855814085,0.0001065255751466046,653.232
740,1360,3893.89,1,Business operations specialists all other,Civil engineers,2074594.61,3190065.93,3733169.7,0.0018769401892931746,0.0029092572934044207,0.0012206299447861254,6035.5295
740,1530,1578.28,1,Business operations specialists all other,Engineers all other,2074594.61,3739363.31,4453218.11,0.0007607654972168273,0.0011791865206860824,0.00042207185265450976,2446.3340000000003
740,1560,851.02,1,Business operations specialists all other,Surveying and mapping technicians,2074594.61,601651.6,706833.34,0.0004102102627173026,0.000635825907211819,0.0014144730937306574,1319.081
740,1800,333.67,1,Business operations specialists all other,Economists,2074594.61,310270.03,340807.66,0.00016083624164048128,0.000249296174542746,0.001075418080180029,517.1885000000001
740,2160,1577.64,1,Business operations specialists all other,Miscellaneous legal support workers,2074594.61,1612080.57,1858736.98,0.0007604570032118227,0.0011787083549783253,0.000978635949938904,2445.3420000000006
740,2200,3234.12,1,Business operations specialists all other,Postsecondary teachers,2074594.61,11993285.9,13780683.22,0.001558916611665158,0.002416320748080995,0.0002696608775081398,5012.886
740,2310,432.32,1,Business operations specialists all other,Elementary and middle school teachers,2074594.61,27021851.52,32141920.06,0.00020838770038065412,0.00032300093559001387,1.599890369022352e-05,670.096
740,2550,1305.38,1,Business operations specialists all other,Other education training and library workers,2074594.61,1539927.39,1847724.58,0.000629221725395305,0.0009752936743627228,0.0008476893186502775,2023.339
740,2800,1099.39,1,Business operations specialists all other,Announcers,2074594.61,383434.91,482845.9,0.0005299300377532553,0.0008213915585175458,0.0028672141511580157,1704.0545000000002
740,2920,3583.92,1,Business operations specialists all other,Television video and motion picture camera operators and editors,2074594.61,562286.32,669109.31,0.0017275278662755226,0.0026776681927270602,0.006373834597292,5555.076000000001
740,3060,1752.38,1,Business operations specialists all other,Physicians and surgeons,2074594.61,7544801.09,9950876.03,0.0008446855070157538,0.0013092625358744185,0.00023226324711497466,2716.1890000000003
740,3255,373.82,1,Business operations specialists all other,Registered nurses,2074594.61,24027939.19,29335848.83,0.00018018942023569605,0.00027929360136532886,1.55577220769552e-05,579.4209999999999
740,3645,3120.02,2,Business operations specialists all other,Medical assistants,2074594.61,3868634.75,4760721.85,0.0015039179148354192,0.0023310727679949,0.000806491230530357,4836.031
740,4110,880.36,1,Business operations specialists all other,Waiters and waitresses,2074594.61,14448397.1,18117752.05,0.0004243527847592354,0.000657746816376815,6.093132642374565e-05,1364.5580000000002
740,4120,2433.4,1,Business operations specialists all other,Food servers nonrestaurant,2074594.61,1457136.83,1804356.66,0.0011729520496536912,0.0018180756769632213,0.001669987299682762,3771.7700000000004
740,4220,438.65,1,Business operations specialists all other,Janitors and building cleaners,2074594.61,17966732.16,21540570.15,0.0002114388988989034,0.00032773029329330027,2.4414567774132164e-05,679.9074999999999
740,4600,7993.79,3,Business operations specialists all other,Child care workers,2074594.61,9340688.0,11345580.37,0.0038531817066660553,0.005972431645332386,0.000855803127135817,12390.3745
740,4620,579.68,1,Business operations specialists all other,Recreation and fitness workers,2074594.61,3028545.03,3730193.21,0.0002794184450329792,0.00043309858980111775,0.00019140544197224633,898.5039999999999
740,4640,1020.29,1,Business operations specialists all other,Residential advisors,2074594.61,354439.94,430788.0,0.0004918021068222094,0.0007622932655744247,0.002878597711081883,1581.4495000000002
740,4720,2791.2799999999997,3,Business operations specialists all other,Cashiers,2074594.61,22819083.82,27819222.17,0.0013454580410772394,0.0020854599636697213,0.00012232217656142513,4326.4839999999995
740,4840,343.15,1,Business operations specialists all other,Sales representatives services all other,2074594.61,3841904.22,4680526.03,0.00016540580908961291,0.0002563790040889,8.931768736285674e-05,531.8824999999999
740,4920,3094.94,1,Business operations specialists all other,Real estate brokers and sales agents,2074594.61,6813921.64,8696632.36,0.0014918288060142989,0.0023123346493221634,0.000454208334570751,4797.157
740,5000,6829.37,1,Business operations specialists all other,First-line supervisors/managers of office and administrative support workers,2074594.61,11537103.33,13752344.93,0.003291905785873029,0.005102453968103195,0.0005919484124096858,10585.5235
740,5240,1414.21,1,Business operations specialists all other,Customer service representatives,2074594.61,17108971.29,20909646.29,0.0006816801669025834,0.0010566042586990043,8.2658973238595e-05,2192.0255
740,5330,902.51,1,Business operations specialists all other,Loan interviewers and clerks,2074594.61,1111867.88,1336731.45,0.0004350295694636939,0.0006742958326687255,0.0008117061534325464,1398.8905
740,5400,2928.06,2,Business operations specialists all other,Receptionists and information clerks,2074594.61,10323649.14,12422544.43,0.0014113889942093311,0.002187652941024463,0.000283626454201639,4538.4929999999995
740,5700,984.6099999999999,3,Business operations specialists all other,Secretaries and administrative assistants,2074594.61,23340536.33,28028965.9,0.0004746035660431991,0.0007356355273669587,4.218454906430164e-05,1526.1455
740,5810,879.82,1,Business operations specialists all other,Data entry keyers,2074594.61,2442629.46,2886502.71,0.00042409249294251275,0.0006573433640608948,0.00036019380524461537,1363.7210000000002
740,5860,1684.31,1,Business operations specialists all other,Office clerks general,2074594.61,9282059.52,11522735.6,0.0008118742774522103,0.001258405130050926,0.00018145865110763695,2610.6805
740,5940,2847.3,1,Business operations specialists all other,Office and administrative support workers all other,2074594.61,4480133.42,5276547.59,0.0013724609069528046,0.002127314405776847,0.0006355391085652088,4413.315
740,7000,2188.34,1,Business operations specialists all other,First-line supervisors/managers of mechanics installers and repairers,2074594.61,2272356.12,2705261.5,0.001054827767049872,0.0016349830389273015,0.0009630268692215374,3391.927
740,8740,7652.98,3,Business operations specialists all other,Inspectors testers sorters samplers and weighers,2074594.61,5951524.19,7125837.42,0.0036889038287822406,0.005717800934612473,0.0012858857253506347,11862.118999999999
800,10,8554.36,3,Accountants and auditors,Chief executives,14797485.79,12680386.76,15079073.11,0.0005780955036146043,0.0008960480306026366,0.0006746134926250468,13259.258
800,20,1987.71,1,Accountants and auditors,General and operations managers,14797485.79,8101102.5,9721615.36,0.00013432754916671558,0.00020820770120840915,0.0002453628996793955,3080.9505
800,50,3092.37,1,Accountants and auditors,Marketing and sales managers,14797485.79,8254144.44,9764646.76,0.00020897942014512996,0.00032391810122495146,0.0003746445222128921,4793.173500000001
800,120,27894.8,19,Accountants and auditors,Financial managers,14797485.79,9961552.1,11842484.67,0.0018851040234720848,0.0029219112363817316,0.002800246359199386,43236.94
800,150,1548.22,1,Accountants and auditors,Purchasing managers,14797485.79,1781929.21,2060340.11,0.00010462723343490368,0.0001621722118241007,0.0008688448403626539,2399.741
800,205,815.35,1,Accountants and auditors,Farmers Ranchers and Other Agricultural Managers,14797485.79,7228455.36,8588148.1,5.510057665005537e-05,8.540589380758582e-05,0.00011279726572178762,1263.7925
800,230,366.36,1,Accountants and auditors,Education administrators,14797485.79,7669261.72,8909446.65,2.475825996383674e-05,3.8375302943946944e-05,4.776991754559656e-05,567.8580000000001
800,350,5638.97,1,Accountants and auditors,Medical and health services managers,14797485.79,5069310.67,6043699.1,0.00038107622335483256,0.0005906681461999905,0.0011123741208782535,8740.403500000002
800,410,1820.21,1,Accountants and auditors,Property real estate and community association managers,14797485.79,5552245.52,6804110.33,0.00012300805865480746,0.00019066249091495156,0.00032783312507405114,2821.3255
800,430,4418.68,3,Accountants and auditors,Managers all other,14797485.79,33613457.56,40898904.77,0.0002986101870755708,0.00046284578996713476,0.00013145568235914615,6848.954000000001
800,630,7839.43,2,Accountants and auditors,Human resource workers,14797485.79,5337938.5,6409378.82,0.0005297812149478672,0.0008211608831691943,0.0014686250131956374,12151.116500000002
800,710,934.44,1,Accountants and auditors,Management analysts,14797485.79,6995878.92,8256046.57,6.314856545640244e-05,9.78802764574238e-05,0.00013357006470317816,1448.382
800,800,14525065.93,7477,Accountants and auditors,Accountants and auditors,14797485.79,14958217.91,17785360.31,0.9815901252505951,0.9714646941384224,0.9710425411231357,14375235.007000001
800,820,1569.53,1,Accountants and auditors,Budget analysts,14797485.79,426141.72000000003,488063.77,0.00010606734294420972,0.00016440438156352507,0.003683117438020384,2432.7715000000003
800,830,1660.57,1,Accountants and auditors,Credit analysts,14797485.79,250695.72,288643.21,0.00011221973945886114,0.00017394059616123478,0.006623846629691165,2573.8835
800,840,11954.97,5,Accountants and auditors,Financial analysts,14797485.79,1809257.64,2166084.87,0.0008079054894635584,0.0012522535086685156,0.006607665893288697,18530.2035
800,850,8156.12,2,Accountants and auditors,Personal financial advisors,14797485.79,3779232.42,4610968.5,0.0005511828236058743,0.0008543333765891051,0.0021581419435431283,12641.986
800,930,1911.03,1,Accountants and auditors,Tax examiners collectors and revenue agents,14797485.79,564780.93,662546.1,0.0001291455877789358,0.0002001756610573505,0.0033836659463696833,2962.0965
800,940,13287.93,7,Accountants and auditors,Tax preparers,14797485.79,1256487.26,1517484.4,0.000897985657062084,0.0013918777684462302,0.010575459396221813,20596.2915
800,950,7843.2300000000005,2,Accountants and auditors,Financial specialists all other,14797485.79,573801.71,707029.16,0.00053003801532963,0.0008215589237609265,0.013668885720120982,12157.006500000003
800,1006,4664.46,2,Accountants and auditors,Computer systems analysts,14797485.79,4575833.97,5277323.42,0.0003152197654517903,0.000488590636450275,0.0010193682792210225,7229.913
800,1050,211.12,1,Accountants and auditors,Computer support specialists,14797485.79,4446245.47,5177193.22,1.4267288578352472e-05,2.2114297296446334e-05,4.748275852615038e-05,327.236
800,1230,871.78,1,Accountants and auditors,Statisticians,14797485.79,71469.69,73629.45999999999,5.891406231923133e-05,9.131679659480857e-05,0.012197898157946396,1351.259
800,1720,1529.42,1,Accountants and auditors,Chemists and materials scientists,14797485.79,910093.02,1030295.08,0.00010335674733565669,0.00016020295837026788,0.001680509537365752,2370.6010000000006
800,2060,3312.73,1,Accountants and auditors,Religious workers all other,14797485.79,697988.0,789846.63,0.00022387113912545275,0.0003470002656444518,0.004746113113692499,5134.7315
800,2200,1953.14,1,Accountants and auditors,Postsecondary teachers,14797485.79,11993285.9,13780683.22,0.00013199134148315342,0.0002045865792988878,0.00016285278415650877,3027.367
800,2310,4266.93,4,Accountants and auditors,Elementary and middle school teachers,14797485.79,27021851.52,32141920.06,0.0002883550665670212,0.0004469503531788829,0.00015790664813778092,6613.7415
800,2340,2364.94,1,Accountants and auditors,Other teachers and instructors,14797485.79,7215768.95,8613033.87,0.0001598203933804893,0.0002477216097397584,0.00032774608172563506,3665.6570000000006
800,2430,3309.94,1,Accountants and auditors,Librarians,14797485.79,1671691.71,1894613.35,0.00022368259358200067,0.000346708020052101,0.001979994265808736,5130.406999999999
800,2600,1937.11,1,Accountants and auditors,Artists and related workers,14797485.79,1673123.23,1963292.15,0.00013090804934640183,0.00020290747648692284,0.0011577808288514408,3002.5204999999996
800,2910,1587.34,1,Accountants and auditors,Photographers,14797485.79,1430968.19,1689899.63,0.00010727092578610275,0.00016626993496845927,0.0011092769294892572,2460.377
800,3255,852.35,1,Accountants and auditors,Registered nurses,14797485.79,24027939.19,29335848.83,5.760100141984999e-05,8.928155220076748e-05,3.547328771144605e-05,1321.1425
800,3500,3452.88,1,Accountants and auditors,Licensed practical and licensed vocational nurses,14797485.79,4753791.5,5958063.27,0.00023334234267914782,0.00036168063115267913,0.0007263423311687103,5351.964000000001
800,3610,2026.98,1,Accountants and auditors,Occupational therapist assistants and aides,14797485.79,179502.79,226931.77,0.0001369813783750895,0.00021232113648138873,0.011292192171497724,3141.8190000000004
800,3820,1460.75,1,Accountants and auditors,Detectives and criminal investigators,14797485.79,1344615.34,1530257.76,9.871609412101352e-05,0.00015300994588757097,0.0010863701733463786,2264.1625000000004
800,3910,3030.06,1,Accountants and auditors,Private detectives and investigators,14797485.79,781887.02,919213.12,0.00020476856967470013,0.0003173912829957852,0.00387531692238605,4696.593
800,3930,3627.63,1,Accountants and auditors,Security guards and gaming surveillance officers,14797485.79,7481637.32,9006797.47,0.00024515178128784,0.00037998526099615205,0.0004848711378059689,5622.826500000001
800,4010,2219.13,1,Accountants and auditors,First-line supervisors/managers of food preparation and serving workers,14797485.79,4537306.49,5375486.24,0.0001499666924160635,0.00023244837324489843,0.0004890853207494035,3439.6515000000004
800,4110,1858.67,1,Accountants and auditors,Waiters and waitresses,14797485.79,14448397.1,18117752.05,0.00012560714883443725,0.00019469108069337774,0.00012864195156983885,2880.9385
800,4150,19995.39,1,Accountants and auditors,Hosts and hostesses restaurant lounge and coffee shop,14797485.79,1895362.87,2348093.86,0.001351269417235237,0.0020944675967146174,0.010549636861884922,30992.8545
800,4600,1822.12,1,Accountants and auditors,Child care workers,14797485.79,9340688.0,11345580.37,0.00012313713463616715,0.0001908625586860591,0.00019507342499824423,2824.286
800,4700,4468.08,3,Accountants and auditors,First-line supervisors/managers of retail sales workers,14797485.79,26229527.18,32085839.1,0.00030194859203848574,0.0004680203176596529,0.00017034542671462674,6925.523999999999
800,4710,3298.54,1,Accountants and auditors,First-line supervisors/managers of non-retail sales workers,14797485.79,9598752.84,11738109.83,0.0002229121924367126,0.00034551389827690456,0.00034364256013075966,5112.737
800,4800,1041.25,1,Accountants and auditors,Advertising sales agents,14797485.79,1814353.87,2227624.78,7.036668355536904e-05,0.00010906835951082203,0.0005738957637850437,1613.9375000000002
800,4820,4081.8900000000003,2,Accountants and auditors,Securities commodities and financial services sales agents,14797485.79,2132404.47,2625578.29,0.0002758502395561348,0.000427567871312009,0.0019142193975986179,6326.929500000001
800,4840,311.29,1,Accountants and auditors,Sales representatives services all other,14797485.79,3841904.22,4680526.03,2.1036681799712682e-05,3.260685678955466e-05,8.10249246661334e-05,482.49950000000007
800,4950,4563.97,1,Accountants and auditors,Door-to-door sales workers news and street vendors and related workers,14797485.79,1258511.76,1497499.49,0.0003084287469351238,0.0004780645577494419,0.003626481805779868,7074.1535
800,5000,522.69,1,Accountants and auditors,First-line supervisors/managers of office and administrative support workers,14797485.79,11537103.33,13752344.93,3.53228925114582e-05,5.475048339276021e-05,4.5305132930624456e-05,810.1695000000002
800,5100,1801.71,1,Accountants and auditors,Bill and account collectors,14797485.79,1318928.27,1583764.76,0.00012175784626991017,0.00018872466171836077,0.0013660409295798929,2792.6505
800,5110,1868.64,1,Accountants and auditors,Billing and posting clerks and machine operators,14797485.79,3822591.72,4536905.36,0.00012628091194132515,0.00019573541350905398,0.0004888411153676647,2896.3920000000003
800,5120,43229.15,13,Accountants and auditors,Bookkeeping accounting and auditing clerks,14797485.79,9739383.88,11579167.8,0.0029213847955991182,0.004528146433178633,0.004438591858851753,67005.1825
800,5240,3556.69,3,Accountants and auditors,Customer service representatives,14797485.79,17108971.29,20909646.29,0.00024035772363461755,0.0003725544716336572,0.00020788450338208502,5512.8695
800,5300,825.1,1,Accountants and auditors,Hotel motel and resort desk clerks,14797485.79,867073.9,1102440.62,5.575947236642017e-05,8.642718216795126e-05,0.0009515913234154551,1278.9050000000002
800,5330,2866.77,1,Accountants and auditors,Loan interviewers and clerks,14797485.79,1111867.88,1336731.45,0.00019373358695416596,0.0003002870597789572,0.002578336915353648,4443.4935
800,5400,769.51,1,Accountants and auditors,Receptionists and information clerks,14797485.79,10323649.14,12422544.43,5.200275309742332e-05,8.060426730100615e-05,7.453856573045061e-05,1192.7405
800,5550,2046.82,1,Accountants and auditors,Postal service mail carriers,14797485.79,2726262.3,3190722.27,0.00013832214668408206,0.0002143993273603272,0.0007507788227126936,3172.571
800,5700,8649.45,5,Accountants and auditors,Secretaries and administrative assistants,14797485.79,23340536.33,28028965.9,0.0005845215952729765,0.0009060084726731136,0.00037057631742946337,13406.647500000001
800,5820,1913.84,1,Accountants and auditors,Word processors and typists,14797485.79,784144.66,935636.4400000001,0.0001293354849033445,0.000200470001600184,0.00244067210761851,2966.4519999999998
800,5840,740.94,1,Accountants and auditors,Insurance claims and policy processing clerks,14797485.79,2354031.0,2821437.31,5.007201970085488e-05,7.761163053632506e-05,0.0003147537139485419,1148.457
800,5940,1957.1,1,Accountants and auditors,Office and administrative support workers all other,14797485.79,4480133.42,5276547.59,0.00013225895451256925,0.00020500137949448235,0.0004368396689400379,3033.5049999999997
800,7220,1929.38,1,Accountants and auditors,Heavy vehicle and mobile equipment service technicians and mechanics,14797485.79,1679709.12,1992770.15,0.00013038566330665828,0.00020209777812532032,0.0011486393548902085,2990.539
800,7750,607.62,1,Accountants and auditors,Miscellaneous assemblers and fabricators,14797485.79,8077589.1,9742648.04,4.106238104385435e-05,6.364669061797425e-05,7.522293997351265e-05,941.8110000000001
800,8965,717.49,1,Accountants and auditors,Production workers all other,14797485.79,7344078.47,9050888.55,4.848729102918774e-05,7.5155301095241e-05,9.769639620966632e-05,1112.1095000000003
800,9120,2116.55,1,Accountants and auditors,Bus drivers,14797485.79,4804022.27,5877182.67,0.00014303443368942747,0.00022170337221861258,0.0004405787236286064,3280.6525
800,9610,209.9,1,Accountants and auditors,Cleaners of vehicles and equipment,14797485.79,2445076.7,3014741.89,1.4184842139997082e-05,2.1986505316995478e-05,8.584597775603521e-05,325.345
800,9640,676.34,1,Accountants and auditors,Packers and packagers hand,14797485.79,3964948.59,4757604.76,4.570641321088912e-05,7.084494047687814e-05,0.00017057976532301017,1048.327
810,110,3854.27,1,Appraisers and assessors of real estate,Computer and information systems managers,664662.63,5396255.77,6284388.96,0.005798836621821209,0.008988196763822873,0.0007142489467284833,5974.1185
810,810,651283.12,362,Appraisers and assessors of real estate,Appraisers and assessors of real estate,664662.63,668473.22,765914.56,0.9798702237855617,0.9687988468676205,0.9742845345397682,643924.3894999999
810,940,1184.13,1,Appraisers and assessors of real estate,Tax preparers,664662.63,1256487.26,1517484.4,0.001781550438603717,0.0027614031798357612,0.0009424130571765607,1835.4015
810,1010,529.52,1,Appraisers and assessors of real estate,Computer programmers,664662.63,3878797.49,4496157.1,0.0007966748484114414,0.0012348460150377342,0.00013651653672695348,820.756
810,4040,3926.82,1,Appraisers and assessors of real estate,Bartenders,664662.63,3308857.03,4154434.73,0.005907989742104202,0.009157384100261514,0.0011867602511674554,6086.571000000002
810,4920,2038.37,2,Appraisers and assessors of real estate,Real estate brokers and sales agents,664662.63,6813921.64,8696632.36,0.0030667738909888765,0.004753499531032759,0.00029914784872694835,3159.4735
810,9130,1846.4,1,Appraisers and assessors of real estate,Driver/sales workers and truck drivers,664662.63,26324692.88,32248726.71,0.002777950672508849,0.004305823542388716,7.013946975247676e-05,2861.9200000000005
820,120,263.96,1,Budget analysts,Financial managers,446405.05,9961552.1,11842484.67,0.0005913015544963033,0.0009165174094692701,2.6497878779352063e-05,409.138
820,630,2122.97,1,Budget analysts,Human resource workers,446405.05,5337938.5,6409378.82,0.004755703368499079,0.007371340221173573,0.0003977134618542345,3290.6034999999997
820,710,5997.5,2,Budget analysts,Management analysts,446405.05,6995878.92,8256046.57,0.0134351078689634,0.02082441719689327,0.0008572904232024644,9296.125
820,820,415863.19,281,Budget analysts,Budget analysts,446405.05,426141.72000000003,488063.77,0.9315826288255475,0.8939530746795987,0.9758800194451742,399065.167
820,1220,2181.9300000000003,2,Budget analysts,Operations research analysts,446405.05,1166974.55,1318416.31,0.004887780727390966,0.007576060127455997,0.0018697322919338732,3381.9915000000005
820,2200,8198.92,1,Budget analysts,Postsecondary teachers,446405.05,11993285.9,13780683.22,0.018366548496707196,0.028468150169896154,0.0006836258276808026,12708.326000000001
820,5120,5328.65,1,Budget analysts,Bookkeeping accounting and auditing clerks,446405.05,9739383.88,11579167.8,0.011936804926377961,0.01850204763588584,0.0005471239316218429,8259.407500000001
820,5700,2840.87,1,Budget analysts,Secretaries and administrative assistants,446405.05,23340536.33,28028965.9,0.006363884100325478,0.009864020355504492,0.00012171399833467324,4403.3485
820,9600,3607.06,1,Budget analysts,Industrial truck and tractor operators,446405.05,4688584.96,5605525.71,0.008080240131692059,0.012524372204122692,0.000769328066095234,5590.943
830,830,241338.14,136,Credit analysts,Credit analysts,244667.65,250695.72,288643.21,0.9863917031941085,0.9789071399508682,0.9626735550172137,239506.90950000004
830,840,821.08,1,Credit analysts,Financial analysts,244667.65,1809257.64,2166084.87,0.003355899318933255,0.005201643944346545,0.00045382149111720764,1272.674
830,910,1390.18,3,Credit analysts,Loan counselors and officers,244667.65,2752663.67,3379673.32,0.005681911768883218,0.008806963241768988,0.0005050308234714341,2154.779
830,4040,807.29,1,Credit analysts,Bartenders,244667.65,3308857.03,4154434.73,0.003299537147636804,0.005114282578837046,0.0002439785075875581,1251.2994999999999
